Result Number,Widget,Data Source,Result Row,url,name,preparation,Glass
4459,Bartendr - drinks,Bartendr - drinks,4459,http://www.drinksmixer.com/drink7579.html,Blood of the Innocent,Pour hawaiian punch into a 12 oz highball glass. Take a gulp/mouthful and fill the rest of the glass with vodka. Alter the proportions if you prefer a stronger bite.,http://www.drinksmixer.com/glasses/8/
4460,Bartendr - drinks,Bartendr - drinks,4460,http://www.drinksmixer.com/drink3290.html,The Dukes Of Hazzard Tonic,Shake and serve.,http://www.drinksmixer.com/glasses/6/
4461,Bartendr - drinks,Bartendr - drinks,4461,http://www.drinksmixer.com/drink3917.html,Gorilla's Puke,Layer ingredients in a normal shot glass. Can be lit and shot through a straw.,http://www.drinksmixer.com/glasses/18/
4462,Bartendr - drinks,Bartendr - drinks,4462,http://www.drinksmixer.com/drink12281.html,Pharmacy School,Pour all three ingredients over ice in a cocktail shaker and shake until chilled. Strain into a shot glass and serve.,http://www.drinksmixer.com/glasses/18/
4463,Bartendr - drinks,Bartendr - drinks,4463,http://www.drinksmixer.com/drink5808.html,Peg,Add bourbon to a highball glass over ice cubes. Fill with coke and add lime juice. Garnish with a slice of lime.,http://www.drinksmixer.com/glasses/8/
4464,Bartendr - drinks,Bartendr - drinks,4464,http://www.drinksmixer.com/drinkvw15555.html,Rusty Water,Fill half glass with ice. Add 2oz Wild Turkey. Fill the rest of glass with 7up. Garnish with lime if preferred.,http://www.drinksmixer.com/glasses/8/
4465,Bartendr - drinks,Bartendr - drinks,4465,http://www.drinksmixer.com/drink4801.html,Lemon Lightning,Add equal parts everclear and lemon juice to a shot glass. Place the shot into the freezer for 30 minutes to completely chill it. Drink it ice cold.,http://www.drinksmixer.com/glasses/18/
4466,Bartendr - drinks,Bartendr - drinks,4466,http://www.drinksmixer.com/drink11077.html,Iced Wild Turkey Hill,Pour Wild Turkey whiskey over ice in a collins glass. Fill with Turkey Hill iced tea stir and serve.,http://www.drinksmixer.com/glasses/6/
4467,Bartendr - drinks,Bartendr - drinks,4467,http://www.drinksmixer.com/drink8856.html,Cherry Gobbler,Pour the Wild Turkey bourbon whiskey and grenadine into a cocktail shaker half-filled with ice cubes. Shake well and strain into a highball glass filled with ice cubes. Add Mello Yellow and serve.,http://www.drinksmixer.com/glasses/8/
4468,Bartendr - drinks,Bartendr - drinks,4468,http://www.drinksmixer.com/drink2772.html,Charlie Chaplin,Shake all ingredients with ice strain into an old-fashioned glass over ice cubes and serve.,http://www.drinksmixer.com/glasses/12/
4469,Bartendr - drinks,Bartendr - drinks,4469,http://www.drinksmixer.com/drink1146.html,Hop Skip and Go Naked,Add liqueurs in an old-fashioned glass filled with ice. Add 1/2 oz lime juice. Fill with orange juice and float the grenadine.,http://www.drinksmixer.com/glasses/12/
4470,Bartendr - drinks,Bartendr - drinks,4470,http://www.drinksmixer.com/drink8334.html,Lady Madonna,Pour the Dubonnet and vermouth into a mixing glass half-filled with ice cubes. Stir well and strain into a cocktail glass. Garnish with a twist of lemon and serve.,http://www.drinksmixer.com/glasses/4/
4471,Bartendr - drinks,Bartendr - drinks,4471,http://www.drinksmixer.com/drink172.html,The Naked Lady,Mix in a tall glass and serve over ice.,http://www.drinksmixer.com/glasses/6/
4472,Bartendr - drinks,Bartendr - drinks,4472,http://www.drinksmixer.com/drink6323.html,Red Cloud,Shake all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4473,Bartendr - drinks,Bartendr - drinks,4473,http://www.drinksmixer.com/drink5562.html,The Naked Lady,Mix in a tall glass and serve over ice.,http://www.drinksmixer.com/glasses/6/
4474,Bartendr - drinks,Bartendr - drinks,4474,http://www.drinksmixer.com/drink5668.html,Old Pal Cocktail,Stir all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4475,Bartendr - drinks,Bartendr - drinks,4475,http://www.drinksmixer.com/drink2050.html,Smile Cocktail,Shake all ingredients with ice strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4476,Bartendr - drinks,Bartendr - drinks,4476,http://www.drinksmixer.com/drink4751.html,Lady Scarlett,Shake. Garnish with a cherry and lemon-peel.,http://www.drinksmixer.com/glasses/4/
4477,Bartendr - drinks,Bartendr - drinks,4477,http://www.drinksmixer.com/drink5564.html,Naked Shake,Add the vanilla schnapps swiss mocha cream liqueur and a few ounces of half-and-half to an ice-filled cocktail shaker. Stir or shake and strain into an ice-filled highball glass. Top with a splash of coca-cola and garnish with filbert nuts or cherries.,http://www.drinksmixer.com/glasses/8/
4478,Bartendr - drinks,Bartendr - drinks,4478,http://www.drinksmixer.com/drink5561.html,Naked Girl Scout,Mix and serve in a shot glass.,http://www.drinksmixer.com/glasses/18/
4479,Bartendr - drinks,Bartendr - drinks,4479,http://www.drinksmixer.com/drink8515.html,Applejack Cocktail,Pour the Applejack brandy grenadine and lemon juice into a cocktail shaker half-filled with ice cubes. Shake well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4480,Bartendr - drinks,Bartendr - drinks,4480,http://www.drinksmixer.com/drink4747.html,Lady Godiva,Shake sugar triple sec lime and lemon juice with ice. Strain into a highball glass and fill with brandy.,http://www.drinksmixer.com/glasses/8/
4481,Bartendr - drinks,Bartendr - drinks,4481,http://www.drinksmixer.com/drink9758.html,Naked Pretzel,Pour the vodka melon liqueur creme de cassis and pineapple juice into a mixing glass half-filled with cracked ice. Stir well. Strain into an old-fashioned glass 3/4 filled with ice cubes and serve.,http://www.drinksmixer.com/glasses/12/
4482,Bartendr - drinks,Bartendr - drinks,4482,http://www.drinksmixer.com/drink2914.html,Cocaine Lady,Mix all ingredients in a shaker with ice shake strain into shot glass. The amount of milk is optional depending on desired potancy of shot.,http://www.drinksmixer.com/glasses/18/
4483,Bartendr - drinks,Bartendr - drinks,4483,http://www.drinksmixer.com/drink9298.html,Help Wanted,Pour all three ingredients into a cocktail shaker half-filled with ice cubes. Shake well strain into a highball glass and serve.,http://www.drinksmixer.com/glasses/8/
4484,Bartendr - drinks,Bartendr - drinks,4484,http://www.drinksmixer.com/drink4753.html,Lady Killer,Shake all ingredients with ice in shaker strain into a champagne flute or longdrink glass over some ice cubes. Decorate with mint and a cherry.,http://www.drinksmixer.com/glasses/3/
4485,Bartendr - drinks,Bartendr - drinks,4485,http://www.drinksmixer.com/drink9759.html,Naked Sunburn,Pour the melon liqueur Malibu rum and creme de noyaux into a hurricane glass 3/4 filled with ice cubes. Add the 7-Up and sour mix. Fill with equal parts of pineapple and cranberry juice to taste and serve.,http://www.drinksmixer.com/glasses/9/
4486,Bartendr - drinks,Bartendr - drinks,4486,http://www.drinksmixer.com/drink9678.html,Midnight Cocktail,Pour the apricot brandy triple sec and lemon juice into a cocktail shaker half-filled with ice cubes. Shake well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4487,Bartendr - drinks,Bartendr - drinks,4487,http://www.drinksmixer.com/drink9142.html,Fair and Warmer Cocktail,Pour the rum sweet vermouth and triple sec into a mixing glass half-filled with cracked ice. Stir well strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4488,Bartendr - drinks,Bartendr - drinks,4488,http://www.drinksmixer.com/drink7674.html,Dave Matthews,Shake amaretto rum and juices together in a cocktail shaker. Strain into an ice-filled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4489,Bartendr - drinks,Bartendr - drinks,4489,http://www.drinksmixer.com/drink7459.html,Suffering Bastard,Shake all ingredients well and strain into an ice-filled double old-fashioned glass. Garnish with slices of orange and lime and serve.,http://www.drinksmixer.com/glasses/12/
4490,Bartendr - drinks,Bartendr - drinks,4490,http://www.drinksmixer.com/drink10201.html,Hawaiian Surfer on Acid,Mix all ingredients together in a cocktail shaker filled with ice cubes. Shake vigorously. Pour over ice cubes into an old-fashioned glass. It will be a bit frothy on top. Garnish with a cherry and lime wheel and serve.,http://www.drinksmixer.com/glasses/12/
4491,Bartendr - drinks,Bartendr - drinks,4491,http://www.drinksmixer.com/drink8831.html,Centauri Sundown,Pour the vodka and grenadine into a cocktail shaker half-filled with ice cubes. Shake well and strain into a cocktail glass. Top with sour mix to taste and serve.,http://www.drinksmixer.com/glasses/4/
4492,Bartendr - drinks,Bartendr - drinks,4492,http://www.drinksmixer.com/drink6151.html,Cherry Daiquiri,Blend thoroughly add a glassful of crushed ice and blend again briefly. Pour into a goblet and garnish with a slice of lemon and a cherry.,http://www.drinksmixer.com/glasses/24/
4493,Bartendr - drinks,Bartendr - drinks,4493,http://www.drinksmixer.com/drink1143.html,Cable Car,Combine everything in a cocktail shaker with ice. Shake well and strain into a chilled cocktail glass.,http://www.drinksmixer.com/glasses/4/
4494,Bartendr - drinks,Bartendr - drinks,4494,http://www.drinksmixer.com/drink11971.html,Mango Martini,Add all ingredients to a cocktail shaker half-filled with ice cubes. Shake and strain into a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4495,Bartendr - drinks,Bartendr - drinks,4495,http://www.drinksmixer.com/drink11009.html,Cowgirl Quencher,Pour the Malibu coconut rum and DeKuyper Peachtree schnapps into a margarita glass filled with crushed ice. Fill the rest of the glass with equal parts of orange and pineapple juice. Add a splash of grenadine top with an orange slice and a cherry and serve.,http://www.drinksmixer.com/glasses/10/
4496,Bartendr - drinks,Bartendr - drinks,4496,http://www.drinksmixer.com/drink12288.html,Pink Star,Add all ingredients (except grenadine) to a cocktail shaker half-filled with ice cubes. Add grenadine to achieve a light pink color. Strain into a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4497,Bartendr - drinks,Bartendr - drinks,4497,http://www.drinksmixer.com/drink9975.html,Felix Longwater,Pour all three ingredients into a cocktail shaker half-filled with ice cubes. Shake well strain into an old-fashioned glass half-filled with ice cubes and serve.,http://www.drinksmixer.com/glasses/8/
4498,Bartendr - drinks,Bartendr - drinks,4498,http://www.drinksmixer.com/drink9255.html,Gummi Berry Juice,Pour the Maui blue hawaiian schnapps into a chilled cocktail glass. Add 7-up top with coconut rum and serve.,http://www.drinksmixer.com/glasses/4/
4499,Bartendr - drinks,Bartendr - drinks,4499,http://www.drinksmixer.com/drink10700.html,Kazkar Kocktail,Shake the above ingredients with ice and strain into a cocktail glass. Garnish with a lemon curl and speared cherry and serve.,http://www.drinksmixer.com/glasses/4/
4500,Bartendr - drinks,Bartendr - drinks,4500,http://www.drinksmixer.com/drink10415.html,Bacardi Refresher,Shake ingredients together with cracked ice in a cocktail shaker. Strain into an old-fashioned glass over ice cubes. Garnish with a maraschino cherry and orange slice and serve.,http://www.drinksmixer.com/glasses/4/
4501,Bartendr - drinks,Bartendr - drinks,4501,http://www.drinksmixer.com/drink1908.html,Shark Bite,Fill a shaker with ice. Add the spiced rum light rum sour and blue curacco. Shake the ingredients well. Strain into a rocks glass. Garnish with three drops of grenadine.,http://www.drinksmixer.com/glasses/12/
4502,Bartendr - drinks,Bartendr - drinks,4502,http://www.drinksmixer.com/drink11446.html,Cruzan Confusion,Stir together in a chilled cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4503,Bartendr - drinks,Bartendr - drinks,4503,http://www.drinksmixer.com/drink1122.html,Belgian Brownie,Pour the gin cognac and chocolate liqueur over the ice cubes. Fill with heavy cream. Stir gently.,http://www.drinksmixer.com/glasses/12/
4504,Bartendr - drinks,Bartendr - drinks,4504,http://www.drinksmixer.com/drink8639.html,Blizzard,Pour the brandy irish cream coffee liqueur rum ice cream and cream into a blender. Blend until smooth. Pour into a large brandy snifter dust with nutmeg and serve.,http://www.drinksmixer.com/glasses/2/
4505,Bartendr - drinks,Bartendr - drinks,4505,http://www.drinksmixer.com/drink9141.html,Face First,Combine ingredients in an old-fashioned glass 1/4 filled with cracked ice. Stir well and serve.,http://www.drinksmixer.com/glasses/12/
4506,Bartendr - drinks,Bartendr - drinks,4506,http://www.drinksmixer.com/drink3139.html,Death From Above,In a freezingly chilled glass pour in Bacardi 151 and gin. Now light the drink on fire (be extra careful!) After a few seconds of burning the drink pour in the coke and serve.,http://www.drinksmixer.com/glasses/12/
4507,Bartendr - drinks,Bartendr - drinks,4507,http://www.drinksmixer.com/drink1458.html,Bondages' No Problem,Pour all ingredients into a mixing cup cover cup with a lid and shake. Pour over ice and enjoy.,http://www.drinksmixer.com/glasses/4/
4508,Bartendr - drinks,Bartendr - drinks,4508,http://www.drinksmixer.com/drink9392.html,James Bond Martini,Pour the gin vodka and Lillet blanc into a cocktail shaker half-filled with cracked ice. Shake well and strain into a chilled cocktail glass. Garnish with a twist of lemon and serve.,http://www.drinksmixer.com/glasses/4/
4509,Bartendr - drinks,Bartendr - drinks,4509,http://www.drinksmixer.com/drink852.html,Angel's Kiss,Pour ingredients carefully in order given into a pousse cafe glass so that they do not mix.,http://www.drinksmixer.com/glasses/14/
4510,Bartendr - drinks,Bartendr - drinks,4510,http://www.drinksmixer.com/drink5983.html,Presidential Margarita,Pour each ingredent into a large glass and add ice. Rim a margarita glass with lime and salt fill with ice and garnish with a lime slice. Carefully pour contents of large glass into the salted margarita glass leaving salt undisturbed.,http://www.drinksmixer.com/glasses/10/
4511,Bartendr - drinks,Bartendr - drinks,4511,http://www.drinksmixer.com/drink1462.html,Bonsai Pipeline,In shoot glass add Wild Turkey and melon liqeur. Float Bacardi 151 on top. Light drink and squeeze lime in drink. Blow out and shoot.,http://www.drinksmixer.com/glasses/18/
4512,Bartendr - drinks,Bartendr - drinks,4512,http://www.drinksmixer.com/drink9871.html,Panty Remover,Stir ingrediients together in a cocktail glass and serve.,http://www.drinksmixer.com/glasses/4/
4513,Bartendr - drinks,Bartendr - drinks,4513,http://www.drinksmixer.com/drink8408.html,Drunken Superman,Combine all ingredients except 151 rum in a cocktail shaker and shake briskly. Pour over ice in a margarita glass and add 151 over the top. Add a slice of orange and serve..,http://www.drinksmixer.com/glasses/10/
